624;20233145;20231271;894;P000891;ACTIVE
625;20233146;20231272;895;P000892;ACTIVE
626;20233147;20231273;896;P000893;ACTIVE
627;20233148;20231274;897;P000894;ACTIVE
628;20233149;20231275;898;P000895;ACTIVE
629;20233150;20231276;899;P000896;ACTIVE
630;20233151;20231277;900;P000897;ACTIVE
631;20233152;20231278;901;P000898;ACTIVE
632;20233153;20231279;902;P000899;ACTIVE
633;20233154;20231280;903;P000900;ACTIVE
634;20233155;20231281;904;P000901;ACTIVE
635;20233156;20231282;905;P000902;ACTIVE
636;20233157;20231283;906;P000903;ACTIVE
637;20233158;20231284;907;P000904;ACTIVE
638;20233159;20231285;908;P000905;ACTIVE
639;20233160;20231286;909;P000906;ACTIVE
640;20233161;20231287;910;P000907;ACTIVE
641;20233162;20231288;911;P000908;ACTIVE
642;20233163;20231289;912;P000909;ACTIVE
643;20233164;20231290;913;P000910;ACTIVE
644;20233165;20231291;914;P000911;ACTIVE
645;20233166;20231292;915;P000912;ACTIVE
646;20233167;20231293;916;P000913;ACTIVE
647;20233168;20231294;917;P000914;ACTIVE
648;20233169;20231295;918;P000915;ACTIVE
649;20233170;20231296;919;P000916;ACTIVE
650;20233171;20231297;920;P000917;ACTIVE
651;20233172;20231298;921;P000918;ACTIVE
652;20233173;20231299;922;P000919;ACTIVE
653;20233174;20231300;923;P000920;ACTIVE
654;20233175;20231301;924;P000921;ACTIVE
655;20233176;20231302;925;P000922;ACTIVE
656;20233177;20231303;926;P000923;ACTIVE
657;20233178;20231304;927;P000924;ACTIVE
658;20233179;20231305;928;P000925;ACTIVE
659;20233180;20231306;929;P000926;ACTIVE
660;20233181;20231307;930;P000927;ACTIVE
661;20233182;20231308;931;P000928;ACTIVE
662;20233183;20231309;932;P000929;ACTIVE
663;20233184;20231310;933;P000930;ACTIVE
664;20233185;20231311;934;P000931;ACTIVE
665;20233186;20231312;935;P000932;ACTIVE
666;20233187;20231313;936;P000933;ACTIVE
667;20233188;20231314;937;P000934;ACTIVE
668;20233189;20231315;938;P000935;ACTIVE
669;20233190;20231316;939;P000936;ACTIVE
670;20233191;20231317;940;P000937;ACTIVE
671;20233192;20231318;941;P000938;ACTIVE
672;20233193;20231319;942;P000939;ACTIVE
673;20233194;20231320;943;P000940;ACTIVE
674;20233195;20231321;944;P000941;ACTIVE
675;20233196;20231322;945;P000942;ACTIVE
676;20233197;20231323;946;P000943;ACTIVE
677;20233198;20231324;947;P000944;ACTIVE
678;20233199;20231325;948;P000945;ACTIVE
679;20233200;20231326;949;P000946;ACTIVE
680;20233201;20231327;950;P000947;ACTIVE
681;20233202;20231328;951;P000948;ACTIVE
682;20233203;20231329;952;P000949;ACTIVE
683;20233204;20231330;953;P000950;ACTIVE
684;20233205;20231331;954;P000951;ACTIVE
685;20233206;20231332;955;P000952;ACTIVE
686;20233207;20231333;956;P000953;ACTIVE
687;20233208;20231334;957;P000954;ACTIVE
688;20233209;20231335;958;P000955;ACTIVE
689;20233210;20231336;959;P000956;ACTIVE
690;20233211;20231337;960;P000957;ACTIVE
691;20233212;20231338;961;P000958;ACTIVE
692;20233213;20231339;962;P000959;ACTIVE
693;20233214;20231340;963;P000960;ACTIVE
694;20233215;20231341;964;P000961;ACTIVE
695;20233216;20231342;965;P000962;ACTIVE
696;20233217;20231343;966;P000963;ACTIVE
697;20233218;20231344;967;P000964;ACTIVE
698;20233219;20231345;968;P000965;ACTIVE
699;20233220;20231346;969;P000966;ACTIVE
700;20233221;20231347;970;P000967;ACTIVE
701;20233222;20231348;971;P000968;ACTIVE
702;20233223;20231349;972;P000969;ACTIVE
703;20233224;20231350;973;P000970;ACTIVE
704;20233225;20231351;974;P000971;ACTIVE
705;20233226;20231352;975;P000972;ACTIVE
706;20233227;20231353;976;P000973;ACTIVE
707;20233228;20231354;977;P000974;ACTIVE
708;20233229;20231355;978;P000975;ACTIVE
709;20233230;20231356;979;P000976;ACTIVE
710;20233231;20231357;980;P000977;ACTIVE
711;20233232;20231358;981;P000978;ACTIVE
712;20233233;20231359;982;P000979;ACTIVE
713;20233234;20231360;983;P000980;ACTIVE
714;20233235;20231361;984;P000981;ACTIVE
715;20233236;20231362;985;P000982;ACTIVE
716;20233237;20231363;986;P000983;ACTIVE
717;20233238;20231364;987;P000984;ACTIVE
718;20233239;20231365;988;P000985;ACTIVE
719;20233240;20231366;989;P000986;ACTIVE
720;20233241;20231367;990;P000987;ACTIVE
721;20233242;20231368;991;P000988;ACTIVE
722;20233243;20231369;992;P000989;ACTIVE
723;20233244;20231370;993;P000990;ACTIVE
724;20233245;20231371;994;P000991;ACTIVE
725;20233246;20231372;995;P000992;ACTIVE
726;20233247;20231373;996;P000993;ACTIVE
727;20233248;20231374;997;P000994;ACTIVE
728;20233249;20231375;998;P000995;ACTIVE
729;20233250;20231376;999;P000996;ACTIVE
730;20233251;20231377;1000;P000997;ACTIVE
731;20233252;20231378;1001;P000998;ACTIVE
732;20233253;20231379;1002;P000999;ACTIVE
733;20233254;20231380;1003;P001000;ACTIVE
734;20233255;20231381;1004;P001001;ACTIVE
735;20233256;20231382;1005;P001002;ACTIVE
736;20233257;20231383;1006;P001003;ACTIVE
737;20233258;20231384;1007;P001004;ACTIVE
738;20233259;20231385;1008;P001005;ACTIVE
739;20233260;20231386;1009;P001006;ACTIVE
740;20233261;20231387;1010;P001007;ACTIVE
741;20233262;20231388;1011;P001008;ACTIVE
742;20233263;20231389;1012;P001009;ACTIVE
743;20233264;20231390;1013;P001010;ACTIVE
744;20233265;20231391;1014;P001011;ACTIVE
745;20233266;20231392;1015;P001012;ACTIVE
746;20233267;20231393;1016;P001013;ACTIVE
747;20233268;20231394;1017;P001014;ACTIVE
748;20233269;20231395;1018;P001015;ACTIVE
749;20233270;20231396;1019;P001016;ACTIVE
750;20233271;20231397;1020;P001017;ACTIVE
751;20233272;20231398;1021;P001018;ACTIVE
752;20233273;20231399;1022;P001019;ACTIVE
753;20233274;20231400;1023;P001020;ACTIVE
754;20233275;20231401;1024;P001021;ACTIVE
755;20233276;20231402;1025;P001022;ACTIVE
756;20233277;20231403;1026;P001023;ACTIVE
757;20233278;20231404;1027;P001024;ACTIVE
758;20233279;20231405;1028;P001025;ACTIVE
759;20233280;20231406;1029;P001026;ACTIVE
760;20233281;20231407;1030;P001027;ACTIVE
761;20233282;20231408;1031;P001028;ACTIVE
762;20233283;20231409;1032;P001029;ACTIVE
763;20233284;20231410;1033;P001030;ACTIVE
764;20233285;20231411;1034;P001031;ACTIVE
765;20233286;20231412;1035;P001032;ACTIVE
766;20233287;20231413;1036;P001033;ACTIVE
767;20233288;20231414;1037;P001034;ACTIVE
768;20233289;20231415;1038;P001035;ACTIVE
769;20233290;20231416;1039;P001036;ACTIVE
770;20233291;20231417;1040;P001037;ACTIVE
771;20233292;20231418;1041;P001038;ACTIVE
772;20233293;20231419;1042;P001039;ACTIVE
773;20233294;20231420;1043;P001040;ACTIVE
774;20233295;20231421;1044;P001041;ACTIVE
775;20233296;20231422;1045;P001042;ACTIVE
776;20233297;20231423;1046;P001043;ACTIVE
777;20233298;20231424;1047;P001044;ACTIVE
778;20233299;20231425;1048;P001045;ACTIVE
779;20233300;20231426;1049;P001046;ACTIVE
780;20233301;20231427;1050;P001047;ACTIVE
781;20233302;20231428;1051;P001048;ACTIVE
782;20233303;20231429;1052;P001049;ACTIVE
783;20233304;20231430;1053;P001050;ACTIVE
784;20233305;20231431;1054;P001051;ACTIVE
785;20233306;20231432;1055;P001052;ACTIVE
786;20233307;20231433;1056;P001053;ACTIVE
787;20233308;20231434;1057;P001054;ACTIVE
788;20233309;20231435;1058;P001055;ACTIVE
789;20233310;20231436;1059;P001056;ACTIVE
790;20233311;20231437;1060;P001057;ACTIVE
791;20233312;20231438;1061;P001058;ACTIVE
792;20233313;20231439;1062;P001059;ACTIVE
793;20233314;20231440;1063;P001060;ACTIVE
794;20233315;20231441;1064;P001061;ACTIVE
795;20233316;20231442;1065;P001062;ACTIVE
796;20233317;20231443;1066;P001063;ACTIVE
797;20233318;20231444;1067;P001064;ACTIVE
798;20233319;20231445;1068;P001065;ACTIVE
799;20233320;20231446;1069;P001066;ACTIVE
800;20233321;20231447;1070;P001067;ACTIVE
801;20233322;20231448;1071;P001068;ACTIVE
802;20233323;20231449;1072;P001069;ACTIVE
803;20233324;20231450;1073;P001070;ACTIVE
804;20233325;20231451;1074;P001071;ACTIVE
805;20233326;20231452;1075;P001072;ACTIVE
806;20233327;20231453;1076;P001073;ACTIVE
807;20233328;20231454;1077;P001074;ACTIVE
808;20233329;20231455;1078;P001075;ACTIVE
809;20233330;20231456;1079;P001076;ACTIVE
810;20233331;20231457;1080;P001077;ACTIVE
811;20233332;20231458;1081;P001078;ACTIVE
812;20233333;20231459;1082;P001079;ACTIVE
813;20233334;20231460;1083;P001080;ACTIVE
814;20233335;20231461;1084;P001081;ACTIVE
815;20233336;20231462;1085;P001082;ACTIVE
816;20233337;20231463;1086;P001083;ACTIVE
817;20233338;20231464;1087;P001084;ACTIVE
818;20233339;20231465;1088;P001085;ACTIVE
819;20233340;20231466;1089;P001086;ACTIVE
820;20233341;20231467;1090;P001087;ACTIVE
821;20233342;20231468;1091;P001088;ACTIVE
822;20233343;20231469;1092;P001089;ACTIVE
823;20233344;20231470;1093;P001090;ACTIVE
824;20233345;20231471;1094;P001091;ACTIVE
825;20233346;20231472;1095;P001092;ACTIVE
826;20233347;20231473;1096;P001093;ACTIVE
827;20233348;20231474;1097;P001094;ACTIVE
828;20233349;20231475;1098;P001095;ACTIVE
829;20233350;20231476;1099;P001096;ACTIVE
830;20233351;20231477;1100;P001097;ACTIVE
831;20233352;20231478;1101;P001098;ACTIVE
832;20233353;20231479;1102;P001099;ACTIVE
833;20233354;20231480;1103;P001100;ACTIVE
834;20233355;20231481;1104;P001101;ACTIVE
835;20233356;20231482;1105;P001102;ACTIVE
836;20233357;20231483;1106;P001103;ACTIVE
837;20233358;20231484;1107;P001104;ACTIVE
838;20233359;20231485;1108;P001105;ACTIVE
839;20233360;20231486;1109;P001106;ACTIVE
840;20233361;20231487;1110;P001107;ACTIVE
841;20233362;20231488;1111;P001108;ACTIVE
842;20233363;20231489;1112;P001109;ACTIVE
843;20233364;20231490;1113;P001110;ACTIVE
844;20233365;20231491;1114;P001111;ACTIVE
845;20233366;20231492;1115;P001112;ACTIVE
846;20233367;20231493;1116;P001113;ACTIVE
847;20233368;20231494;1117;P001114;ACTIVE
848;20233369;20231495;1118;P001115;ACTIVE
849;20233370;20231496;1119;P001116;ACTIVE
850;20233371;20231497;1120;P001117;ACTIVE
851;20233372;20231498;1121;P001118;ACTIVE
852;20233373;20231499;1122;P001119;ACTIVE
853;20233374;20231500;1123;P001120;ACTIVE
854;20233375;20231501;1124;P001121;ACTIVE
855;20233376;20231502;1125;P001122;ACTIVE
856;20233377;20231503;1126;P001123;ACTIVE
857;20233378;20231504;1127;P001124;ACTIVE
858;20233379;20231505;1128;P001125;ACTIVE
859;20233380;20231506;1129;P001126;ACTIVE
860;20233381;20231507;1130;P001127;ACTIVE
861;20233382;20231508;1131;P001128;ACTIVE
862;20233383;20231509;1132;P001129;ACTIVE
863;20233384;20231510;1133;P001130;ACTIVE
864;20233385;20231511;1134;P001131;ACTIVE
865;20233386;20231512;1135;P001132;ACTIVE
866;20233387;20231513;1136;P001133;ACTIVE
867;20233388;20231514;1137;P001134;ACTIVE
868;20233389;20231515;1138;P001135;ACTIVE
869;20233390;20231516;1139;P001136;ACTIVE
870;20233391;20231517;1140;P001137;ACTIVE
871;20233392;20231518;1141;P001138;ACTIVE
872;20233393;20231519;1142;P001139;ACTIVE
873;20233394;20231520;1143;P001140;ACTIVE
874;20233395;20231521;1144;P001141;ACTIVE
875;20233396;20231522;1145;P001142;ACTIVE
876;20233397;20231523;1146;P001143;ACTIVE
877;20233398;20231524;1147;P001144;ACTIVE
878;20233399;20231525;1148;P001145;ACTIVE
879;20233400;20231526;1149;P001146;ACTIVE
880;20233401;20231527;1150;P001147;ACTIVE
881;20233402;20231528;1151;P001148;ACTIVE
882;20233403;20231529;1152;P001149;ACTIVE
883;20233404;20231530;1153;P001150;ACTIVE
884;20233405;20231531;1154;P001151;ACTIVE
885;20233406;20231532;1155;P001152;ACTIVE
886;20233407;20231533;1156;P001153;ACTIVE
887;20233408;20231534;1157;P001154;ACTIVE
888;20233409;20231535;1158;P001155;ACTIVE
889;20233410;20231536;1159;P001156;ACTIVE
890;20233411;20231537;1160;P001157;ACTIVE
891;20233412;20231538;1161;P001158;ACTIVE
892;20233413;20231539;1162;P001159;ACTIVE
893;20233414;20231540;1163;P001160;ACTIVE
894;20233415;20231541;1164;P001161;ACTIVE
895;20233416;20231542;1165;P001162;ACTIVE
896;20233417;20231543;1166;P001163;ACTIVE
897;20233418;20231544;1167;P001164;ACTIVE
898;20233419;20231545;1168;P001165;ACTIVE
899;20233420;20231546;1169;P001166;ACTIVE
900;20233421;20231547;1170;P001167;ACTIVE
901;20233422;20231548;1171;P001168;ACTIVE
902;20233423;20231549;1172;P001169;ACTIVE
903;20233424;20231550;1173;P001170;ACTIVE
904;20233425;20231551;1174;P001171;ACTIVE
905;20233426;20231552;1175;P001172;ACTIVE
906;20233427;20231553;1176;P001173;ACTIVE
907;20233428;20231554;1177;P001174;ACTIVE
908;20233429;20231555;1178;P001175;ACTIVE
909;20233430;20231556;1179;P001176;ACTIVE
910;20233431;20231557;1180;P001177;ACTIVE
911;20233432;20231558;1181;P001178;ACTIVE
912;20233433;20231559;1182;P001179;ACTIVE
913;20233434;20231560;1183;P001180;ACTIVE
914;20233435;20231561;1184;P001181;ACTIVE
915;20233436;20231562;1185;P001182;ACTIVE
916;20233437;20231563;1186;P001183;ACTIVE
917;20233438;20231564;1187;P001184;ACTIVE
918;20233439;20231565;1188;P001185;ACTIVE
919;20233440;20231566;1189;P001186;ACTIVE
920;20233441;20231567;1190;P001187;ACTIVE
921;20233442;20231568;1191;P001188;ACTIVE
922;20233443;20231569;1192;P001189;ACTIVE
923;20233444;20231570;1193;P001190;ACTIVE
924;20233445;20231571;1194;P001191;ACTIVE
925;20233446;20231572;1195;P001192;ACTIVE
926;20233447;20231573;1196;P001193;ACTIVE
927;20233448;20231574;1197;P001194;ACTIVE
928;20233449;20231575;1198;P001195;ACTIVE
929;20233450;20231576;1199;P001196;ACTIVE
930;20233451;20231577;1200;P001197;ACTIVE
931;20233452;20231578;1201;P001198;ACTIVE
932;20233453;20231579;1202;P001199;ACTIVE
933;20233454;20231580;1203;P001200;ACTIVE
934;20233455;20231581;1204;P001201;ACTIVE
935;20233456;20231582;1205;P001202;ACTIVE
936;20233457;20231583;1206;P001203;ACTIVE
937;20233458;20231584;1207;P001204;ACTIVE
938;20233459;20231585;1208;P001205;ACTIVE
939;20233460;20231586;1209;P001206;ACTIVE
940;20233461;20231587;1210;P001207;ACTIVE
941;20233462;20231588;1211;P001208;ACTIVE
942;20233463;20231589;1212;P001209;ACTIVE
943;20233464;20231590;1213;P001210;ACTIVE
944;20233465;20231591;1214;P001211;ACTIVE
945;20233466;20231592;1215;P001212;ACTIVE
946;20233467;20231593;1216;P001213;ACTIVE
947;20233468;20231594;1217;P001214;ACTIVE
948;20233469;20231595;1218;P001215;ACTIVE
949;20233470;20231596;1219;P001216;ACTIVE
950;20233471;20231597;1220;P001217;ACTIVE
951;20233472;20231598;1221;P001218;ACTIVE
952;20233473;20231599;1222;P001219;ACTIVE
953;20233474;20231600;1223;P001220;ACTIVE
954;20233475;20231601;1224;P001221;ACTIVE
955;20233476;20231602;1225;P001222;ACTIVE
956;20233477;20231603;1226;P001223;ACTIVE
957;20233478;20231604;1227;P001224;ACTIVE
958;20233479;20231605;1228;P001225;ACTIVE
959;20233480;20231606;1229;P001226;ACTIVE
960;20233481;20231607;1230;P001227;ACTIVE
961;20233482;20231608;1231;P001228;ACTIVE
962;20233483;20231609;1232;P001229;ACTIVE
963;20233484;20231610;1233;P001230;ACTIVE
964;20233485;20231611;1234;P001231;ACTIVE
965;20233486;20231612;1235;P001232;ACTIVE
966;20233487;20231613;1236;P001233;ACTIVE
967;20233488;20231614;1237;P001234;ACTIVE
968;20233489;20231615;1238;P001235;ACTIVE
969;20233490;20231616;1239;P001236;ACTIVE
970;20233491;20231617;1240;P001237;ACTIVE
971;20233492;20231618;1241;P001238;ACTIVE
972;20233493;20231619;1242;P001239;ACTIVE
973;20233494;20231620;1243;P001240;ACTIVE
974;20233495;20231621;1244;P001241;ACTIVE
975;20233496;20231622;1245;P001242;ACTIVE
976;20233497;20231623;1246;P001243;ACTIVE
977;20233498;20231624;1247;P001244;ACTIVE
978;20233499;20231625;1248;P001245;ACTIVE
979;20233500;20231626;1249;P001246;ACTIVE
980;20233501;20231627;1250;P001247;ACTIVE
981;20233502;20231628;1251;P001248;ACTIVE
982;20233503;20231629;1252;P001249;ACTIVE
983;20233504;20231630;1253;P001250;ACTIVE
984;20233505;20231631;1254;P001251;ACTIVE
985;20233506;20231632;1255;P001252;ACTIVE
986;20233507;20231633;1256;P001253;ACTIVE
987;20233508;20231634;1257;P001254;ACTIVE
988;20233509;20231635;1258;P001255;ACTIVE
989;20233510;20231636;1259;P001256;ACTIVE
990;20233511;20231637;1260;P001257;ACTIVE
991;20233512;20231638;1261;P001258;ACTIVE
992;20233513;20231639;1262;P001259;ACTIVE
993;20233514;20231640;1263;P001260;ACTIVE
994;20233515;20231641;1264;P001261;ACTIVE
995;20233516;20231642;1265;P001262;ACTIVE
996;20233517;20231643;1266;P001263;ACTIVE
997;20233518;20231644;1267;P001264;ACTIVE
998;20233519;20231645;1268;P001265;ACTIVE
999;20233520;20231646;1269;P001266;ACTIVE
1000;20233521;20231647;1270;P001267;ACTIVE
1001;20233522;20231648;1271;P001268;ACTIVE
1002;20233523;20231649;1272;P001269;ACTIVE
1003;20233524;20231650;1273;P001270;ACTIVE
1004;20233525;20231651;1274;P001271;ACTIVE
1005;20233526;20231652;1275;P001272;ACTIVE
1006;20233527;20231653;1276;P001273;ACTIVE
1007;20233528;20231654;1277;P001274;ACTIVE
1008;20233529;20231655;1278;P001275;ACTIVE
1009;20233530;20231656;1279;P001276;ACTIVE
1010;20233531;20231657;1280;P001277;ACTIVE
1011;20233532;20231658;1281;P001278;ACTIVE
1012;20233533;20231659;1282;P001279;ACTIVE
1013;20233534;20231660;1283;P001280;ACTIVE
1014;20233535;20231661;1284;P001281;ACTIVE
1015;20233536;20231662;1285;P001282;ACTIVE
1016;20233537;20231663;1286;P001283;ACTIVE
1017;20233538;20231664;1287;P001284;ACTIVE
1018;20233539;20231665;1288;P001285;ACTIVE
1019;20233540;20231666;1289;P001286;ACTIVE
1020;20233541;20231667;1290;P001287;ACTIVE
1021;20233542;20231668;1291;P001288;ACTIVE
1022;20233543;20231669;1292;P001289;ACTIVE
1023;20233544;20231670;1293;P001290;ACTIVE
1024;20233545;20231671;1294;P001291;ACTIVE
1025;20233546;20231672;1295;P001292;ACTIVE
1026;20233547;20231673;1296;P001293;ACTIVE
1027;20233548;20231674;1297;P001294;ACTIVE
1028;20233549;20231675;1298;P001295;ACTIVE
1029;20233550;20231676;1299;P001296;ACTIVE
1030;20233551;20231677;1300;P001297;ACTIVE
1031;20233552;20231678;1301;P001298;ACTIVE
1032;20233553;20231679;1302;P001299;ACTIVE
1033;20233554;20231680;1303;P001300;ACTIVE
1034;20233555;20231681;1304;P001301;ACTIVE
1035;20233556;20231682;1305;P001302;ACTIVE
1036;20233557;20231683;1306;P001303;ACTIVE
1037;20233558;20231684;1307;P001304;ACTIVE
1038;20233559;20231685;1308;P001305;ACTIVE
1039;20233560;20231686;1309;P001306;ACTIVE
1040;20233561;20231687;1310;P001307;ACTIVE
1041;20233562;20231688;1311;P001308;ACTIVE
1042;20233563;20231689;1312;P001309;ACTIVE
1043;20233564;20231690;1313;P001310;ACTIVE
1044;20233565;20231691;1314;P001311;ACTIVE
1045;20233566;20231692;1315;P001312;ACTIVE
1046;20233567;20231693;1316;P001313;ACTIVE
1047;20233568;20231694;1317;P001314;ACTIVE
1048;20233569;20231695;1318;P001315;ACTIVE
1049;20233570;20231696;1319;P001316;ACTIVE
1050;20233571;20231697;1320;P001317;ACTIVE
1051;20233572;20231698;1321;P001318;ACTIVE
1052;20233573;20231699;1322;P001319;ACTIVE
1053;20233574;20231700;1323;P001320;ACTIVE
1054;20233575;20231701;1324;P001321;ACTIVE
1055;20233576;20231702;1325;P001322;ACTIVE
1056;20233577;20231703;1326;P001323;ACTIVE
1057;20233578;20231704;1327;P001324;ACTIVE
1058;20233579;20231705;1328;P001325;ACTIVE
1059;20233580;20231706;1329;P001326;ACTIVE
1060;20233581;20231707;1330;P001327;ACTIVE
1061;20233582;20231708;1331;P001328;ACTIVE
1062;20233583;20231709;1332;P001329;ACTIVE
1063;20233584;20231710;1333;P001330;ACTIVE
1064;20233585;20231711;1334;P001331;ACTIVE
1065;20233586;20231712;1335;P001332;ACTIVE
1066;20233587;20231713;1336;P001333;ACTIVE
1067;20233588;20231714;1337;P001334;ACTIVE
1068;20233589;20231715;1338;P001335;ACTIVE
1069;20233590;20231716;1339;P001336;ACTIVE
1070;20233591;20231717;1340;P001337;ACTIVE
1071;20233592;20231718;1341;P001338;ACTIVE
1072;20233593;20231719;1342;P001339;ACTIVE
1073;20233594;20231720;1343;P001340;ACTIVE
1074;20233595;20231721;1344;P001341;ACTIVE
1075;20233596;20231722;1345;P001342;ACTIVE
1076;20233597;20231723;1346;P001343;ACTIVE
1077;20233598;20231724;1347;P001344;ACTIVE
1078;20233599;20231725;1348;P001345;ACTIVE
1079;20233600;20231726;1349;P001346;ACTIVE
1080;20233601;20231727;1350;P001347;ACTIVE
1081;20233602;20231728;1351;P001348;ACTIVE
1082;20233603;20231729;1352;P001349;ACTIVE
1083;20233604;20231730;1353;P001350;ACTIVE
1084;20233605;20231731;1354;P001351;ACTIVE
1085;20233606;20231732;1355;P001352;ACTIVE
1086;20233607;20231733;1356;P001353;ACTIVE
1087;20233608;20231734;1357;P001354;ACTIVE
1088;20233609;20231735;1358;P001355;ACTIVE
1089;20233610;20231736;1359;P001356;ACTIVE
1090;20233611;20231737;1360;P001357;ACTIVE
1091;20233612;20231738;1361;P001358;ACTIVE
1092;20233613;20231739;1362;P001359;ACTIVE
1093;20233614;20231740;1363;P001360;ACTIVE
1094;20233615;20231741;1364;P001361;ACTIVE
1095;20233616;20231742;1365;P001362;ACTIVE
1096;20233617;20231743;1366;P001363;ACTIVE
1097;20233618;20231744;1367;P001364;ACTIVE
1098;20233619;20231745;1368;P001365;ACTIVE
1099;20233620;20231746;1369;P001366;ACTIVE
1100;20233621;20231747;1370;P001367;ACTIVE
1101;20233622;20231748;1371;P001368;ACTIVE
1102;20233623;20231749;1372;P001369;ACTIVE
1103;20233624;20231750;1373;P001370;ACTIVE
1104;20233625;20231751;1374;P001371;ACTIVE
1105;20233626;20231752;1375;P001372;ACTIVE
1106;20233627;20231753;1376;P001373;ACTIVE
1107;20233628;20231754;1377;P001374;ACTIVE
1108;20233629;20231755;1378;P001375;ACTIVE
1109;20233630;20231756;1379;P001376;ACTIVE
1110;20233631;20231757;1380;P001377;ACTIVE
1111;20233632;20231758;1381;P001378;ACTIVE
1112;20233633;20231759;1382;P001379;ACTIVE
1113;20233634;20231760;1383;P001380;ACTIVE
1114;20233635;20231761;1384;P001381;ACTIVE
1115;20233636;20231762;1385;P001382;ACTIVE
1116;20233637;20231763;1386;P001383;ACTIVE
1117;20233638;20231764;1387;P001384;ACTIVE
1118;20233639;20231765;1388;P001385;ACTIVE
1119;20233640;20231766;1389;P001386;ACTIVE
1120;20233641;20231767;1390;P001387;ACTIVE
1121;20233642;20231768;1391;P001388;ACTIVE
1122;20233643;20231769;1392;P001389;ACTIVE
1123;20233644;20231770;1393;P001390;ACTIVE
1124;20233645;20231771;1394;P001391;ACTIVE
1125;20233646;20231772;1395;P001392;ACTIVE
1126;20233647;20231773;1396;P001393;ACTIVE
1127;20233648;20231774;1397;P001394;ACTIVE
1128;20233649;20231775;1398;P001395;ACTIVE
1129;20233650;20231776;1399;P001396;ACTIVE
1130;20233651;20231777;1400;P001397;ACTIVE
1131;20233652;20231778;1401;P001398;ACTIVE
1132;20233653;20231779;1402;P001399;ACTIVE
1133;20233654;20231780;1403;P001400;ACTIVE
1134;20233655;20231781;1404;P001401;ACTIVE
1135;20233656;20231782;1405;P001402;ACTIVE
1136;20233657;20231783;1406;P001403;ACTIVE
1137;20233658;20231784;1407;P001404;ACTIVE
1138;20233659;20231785;1408;P001405;ACTIVE
1139;20233660;20231786;1409;P001406;ACTIVE
1140;20233661;20231787;1410;P001407;ACTIVE
1141;20233662;20231788;1411;P001408;ACTIVE
1142;20233663;20231789;1412;P001409;ACTIVE
1143;20233664;20231790;1413;P001410;ACTIVE
1144;20233665;20231791;1414;P001411;ACTIVE
1145;20233666;20231792;1415;P001412;ACTIVE
1146;20233667;20231793;1416;P001413;ACTIVE
1147;20233668;20231794;1417;P001414;ACTIVE
1148;20233669;20231795;1418;P001415;ACTIVE
1149;20233670;20231796;1419;P001416;ACTIVE
1150;20233671;20231797;1420;P001417;ACTIVE
1151;20233672;20231798;1421;P001418;ACTIVE
1152;20233673;20231799;1422;P001419;ACTIVE
1153;20233674;20231800;1423;P001420;ACTIVE
1154;20233675;20231801;1424;P001421;ACTIVE
1155;20233676;20231802;1425;P001422;ACTIVE
1156;20233677;20231803;1426;P001423;ACTIVE
1157;20233678;20231804;1427;P001424;ACTIVE
1158;20233679;20231805;1428;P001425;ACTIVE
1159;20233680;20231806;1429;P001426;ACTIVE
1160;20233681;20231807;1430;P001427;ACTIVE
1161;20233682;20231808;1431;P001428;ACTIVE
